normalized_vendor_name,vendor_name,profile_url,profile_slug,slug_match_method,gsc_status,county_rows,counties_served,word_count,sentence_count,paragraph_count,opening_template_cluster_id,opening_template_cluster_size,nearest_neighbor_similarity,uniqueness_score_1_5,vendor_description_truncated
chavez firearms 209,Chavez Firearms 209,https://www.getcarryclass.com/instructors/chavez-firearms-209-125fd49a1c,chavez-firearms-209-125fd49a1c,exact,not_indexed,1,fresno,61,3,1,119,1,0.251,5,"Chavez Firearms 209 is a smaller, full-service firearms shop that offers CCW classes for Madera, Merced, Fresno, and Stanislaus Counties, as well as Utah CCW classes. They emphasize personalized servi"
rainey mays gun shop,Rainey Mays Gun Shop,https://www.getcarryclass.com/instructors/rainey-mays-gun-shop-9276b931e9,rainey-mays-gun-shop-9276b931e9,ambiguous_exact,not_indexed,1,fresno,53,3,1,249,1,0.2429,5,Mays Gun Shop is a DOJ certified CCW instructor offering initial and renewal CCW training using NRA curriculum in the Merced County area. They provide comprehensive firearms training focusing on basic
central valley defensive training,Central Valley Defensive Training,https://www.getcarryclass.com/instructors/central-valley-defensive-training-7f0985d0e5,central-valley-defensive-training-7f0985d0e5,exact,not_indexed,2,fresno|madera,76,3,1,117,1,0.3615,5,"Central Valley Defensive Training provides firearms training courses including California CCW classes that satisfy SB2 requirements, NRA Basic Pistol, Personal Protection Inside and Outside the Home, "
acam society llc,ACAM Society LLC,https://www.getcarryclass.com/instructors/acam-society-llc-af16d37543,acam-society-llc-af16d37543,exact,not_indexed,3,fresno|madera|tulare,67,3,1,53,1,0.359,5,ACAM Society LLC is a firearms training company established in 2021 that offers both online and in-person CCW courses compliant with SB2 gun laws. They provide flexible scheduling with courses availab
the firing line,The Firing Line,https://www.getcarryclass.com/instructors/the-firing-line-20f5a75cbf,the-firing-line-20f5a75cbf,exact,not_indexed,4,fresno|kings|madera|tulare,77,3,1,351,1,0.2727,5,"The Firing Line is a Clovis, California indoor shooting range that has been operating since 2012. They offer a clean, well-lit facility with 18 total lanes (12 for pistol shooting open to the public a"
practical training solutions llc,Practical Training Solutions LLC,https://www.getcarryclass.com/instructors/practical-training-solutions-llc-1e730efa68,practical-training-solutions-llc-1e730efa68,exact,not_indexed,1,fresno,55,3,1,293,1,0.8328,2,"Practical Training Solutions LLC provides professional firearms training designed to equip civilians with the knowledge and skills to protect themselves and others. They proudly serve Tulare, Kern, Ki"
april skye defense tactics,April Skye Defense Tactics,https://www.getcarryclass.com/instructors/april-skye-defense-tactics-ebbafbbcb5,april-skye-defense-tactics-ebbafbbcb5,exact,not_indexed,2,fresno|tulare,62,2,1,9,2,0.7494,2,"April Skye Defense Tactics is run by April Skye Parsons, a certified firearms instructor for California, Utah and Tennessee who offers CCW classes for Tulare, Kings, Fresno and Madera Counties. She ho"
ccw shooters,CCW Shooters,https://www.getcarryclass.com/instructors/ccw-shooters-c2e1e7926b,ccw-shooters-c2e1e7926b,ambiguous_exact,not_indexed,6,glenn|napa|nevada|san-diego|sutter|yuba,92,3,1,114,1,0.3057,5,"CCW Shooters is owned and operated by Mike Cordisco, a Life Member of the NRA and certified instructor who has lived in the Yuba-Sutter area his entire life. The company offers concealed carry permit "
down range,Down Range,https://www.getcarryclass.com/instructors/down-range-958bed1959,down-range-958bed1959,exact,not_indexed,6,glenn|lassen|plumas|shasta|tehama|yuba,76,3,1,14,2,0.5689,3,"Down Range Indoor Training Center is the North State's only 25-yard pistol, rifle and shotgun range, offering comprehensive firearms training including CCW courses and advanced pistol training. They f"
norcal defense,NorCal Defense,https://www.getcarryclass.com/instructors/norcal-defense-fcd24bbba1,norcal-defense-fcd24bbba1,exact,not_indexed,2,glenn|tehama,77,3,1,264,1,0.2756,5,"NorCal Defense is based in Redding, California and specializes in firearm training with an emphasis on the legal carrying and use of handguns. They offer CCW training that is certified and accepted in"
state of jefferson firearms training,State of Jefferson Firearms Training,https://www.getcarryclass.com/instructors/state-of-jefferson-firearms-training-ebaf684940,state-of-jefferson-firearms-training-ebaf684940,exact,not_indexed,4,glenn|siskiyou|tehama|trinity,73,3,1,35,2,0.6297,3,"State of Jefferson Firearms Training is a certified firearms training center serving North State California residents including Tehama, Shasta, Glenn, Trinity, Lassen and Siskiyou counties. They offer"
crossed star firearms,Crossed Star Firearms,https://www.getcarryclass.com/instructors/crossed-star-firearms-19d51aa5d6,crossed-star-firearms-19d51aa5d6,ambiguous_exact,not_indexed,8,glenn|lassen|nevada|placer|plumas|san-benito|sutter|yuba,79,3,1,2,3,0.8253,2,"Crossed Star Firearms is a Northern California firearms instructor offering CCW classes for residents of multiple counties including Butte, Contra Costa, Glenn, Lassen, Modoc, Nevada, Placer, Plumas, "
michigan firearm and cpl training,Michigan Firearm and CPL Training,https://www.getcarryclass.com/instructors/michigan-firearm-and-cpl-training-llc-8b9a5c9c2e,michigan-firearm-and-cpl-training-llc-8b9a5c9c2e,fuzzy,not_indexed,1,glenn,51,3,1,252,1,0.5334,4,"Michigan Firearm and CPL Training operates in both California and Michigan, offering CCW and CPL certification classes. They specialize in making beginners comfortable while providing comprehensive fi"
norcal tactical,NorCal Tactical,https://www.getcarryclass.com/instructors/norcal-tactical-0e7315c957,norcal-tactical-0e7315c957,exact,indexed,2,glenn|yuba,68,3,1,29,2,0.5076,4,"NorCal Tactical is a firearms retailer and training provider located in Sutter, California that offers both group and private concealed carry courses. They provide initial and renewal concealed carry "
aao training,AAO Training,https://www.getcarryclass.com/instructors/aao-training,aao-training,constructed,unknown,2,glenn|placer,67,3,1,52,1,0.4459,5,"AAO Training is a certified California CCW course provider serving the Bay Area and surrounding counties, offering both in-person and online concealed carry training. Led by DOJ certified instructors "
bushido training group,Bushido Training Group,https://www.getcarryclass.com/instructors/bushido-training-group-def657d522,bushido-training-group-def657d522,exact,not_indexed,1,imperial,62,3,1,103,1,0.3466,5,Bushido Training Group is a veteran-owned firearms training company that provides California CCW certification courses exclusively for Imperial County residents. They offer the full range of CA concea
powers firearms training,Powers Firearms Training,https://www.getcarryclass.com/instructors/powers-firearms-training-cc547c5caa,powers-firearms-training-cc547c5caa,exact,not_indexed,2,inyo|tulare,86,3,1,289,1,0.8255,2,"Powers Firearms Training is a family-owned business serving Kern County for over 50 years, operated by Craig and Becky Powers. They offer specialized courses and certifications in Concealed Carry (CCW"
sttarr – sierra tactical training,STTARR – Sierra Tactical Training,https://www.getcarryclass.com/instructors/sttarr-sierra-tactical-training,sttarr-sierra-tactical-training,constructed,unknown,1,inyo,71,3,1,4,3,0.6858,2,"Sierra Tactical Training and Active Response Resources (STTARR) is located in Bishop, California and provides certified CCW training for Inyo and Mono Counties. They offer both 16-hour initial CCW cou"
ben liu firearms instructor,Ben Liu Firearms Instructor,https://www.getcarryclass.com/instructors/ben-liu-firearms-instructor-1b611628c8,ben-liu-firearms-instructor-1b611628c8,exact,not_indexed,1,kings,62,4,2,94,1,0.3543,5,"Ben Liu provides firearms instruction and CCW training in Fresno, Kings, and Tulare counties. He offers both online and in-person CCW courses that meet SB 2 requirements with 16-hour initial and 8-hou"
central valley ccw,Central Valley CCW,https://www.getcarryclass.com/instructors/central-valley-ccw-7308776626,central-valley-ccw-7308776626,ambiguous_exact,indexed,2,kings|madera,49,2,1,116,1,0.3386,5,Central Valley CCW Training provides online and in-person CCW certification courses approved for Fresno and King County residents. They offer convenient self-paced online classes combined with require
gallardo firearms training,Gallardo Firearms Training,https://www.getcarryclass.com/instructors/gallardo-firearms-training-fa5d1c18a9,gallardo-firearms-training-fa5d1c18a9,exact,not_indexed,1,kings,62,3,1,21,2,0.5874,3,"Gallardo Firearms Training is operated by two brothers, Jesus and Adolfo Gallardo, who are military veterans and competitive shooters with law enforcement experience. They provide CCW training for Tul"
"hard focus firearms training, llc","Hard Focus Firearms Training, LLC",https://www.getcarryclass.com/instructors/hard-focus-firearms-training-llc-78f8b158d7,hard-focus-firearms-training-llc-78f8b158d7,ambiguous_exact,not_indexed,2,kings|merced,58,3,1,210,1,0.3676,5,"Hard Focus Firearms Training, LLC is a fully licensed FFL and California firearms and ammunition dealer located in Merced, California. They offer CCW training courses including initial 16-hour and ren"
police science institute,Police Science Institute,https://www.getcarryclass.com/instructors/police-science-institute,police-science-institute,constructed,unknown,3,kings|madera|merced,65,3,1,286,1,0.5664,3,"Police Science Institute is the Valley's #1 independent school for security and law enforcement training, founded in 1991. They offer CCW first-time permits, renewals, and Utah non-resident permits, a"
practical training solutions,Practical Training Solutions,https://www.getcarryclass.com/instructors/practical-training-solutions-318eb3c7e8,practical-training-solutions-318eb3c7e8,exact,not_indexed,2,kings|tulare,52,3,1,292,1,0.8328,2,"Practical Training Solutions is a professional firearms training company serving Tulare, Kern, Kings, and Fresno Counties in California. They provide comprehensive CCW training designed to equip civil"
rankin field weapons range,Rankin Field Weapons Range,https://www.getcarryclass.com/instructors/rankin-field-weapons-range,rankin-field-weapons-range,constructed,unknown,1,kings,50,3,1,300,1,0.5844,3,"Rankin Field Weapons Range is Central California's ultimate weapons range offering firearms training and CCW permit services. They provide multiple pistol ranges, a 100-yard rifle range, and flexible "
wade roberts firearms training,Wade Roberts Firearms Training,https://www.getcarryclass.com/instructors/wade-roberts-firearms-training-b87c6bcbd5,wade-roberts-firearms-training-b87c6bcbd5,exact,not_indexed,1,kings,76,3,1,378,1,0.25,5,"Wade Roberts Firearms Training is an NRA Training Counselor and NRA Certified CCW Instructor serving Tulare, Kings, and Fresno Counties as well as Fresno City. The training meets requirements for Ariz"
wilson tactical operations and training llc,Wilson Tactical Operations and Training LLC,https://www.getcarryclass.com/instructors/wilson-tactical-operations-and-training-llc-1fbcf6a32e,wilson-tactical-operations-and-training-llc-1fbcf6a32e,exact,not_indexed,1,kings,75,3,1,384,1,0.3421,5,"Wilson Tactical Operations and Training, LLC is a comprehensive firearms training company serving beginner to advanced shooters in both private and group settings. They offer firearm safety certificat"
mendo ccw,Mendo CCW,https://www.getcarryclass.com/instructors/mendo-ccw-91d2cdb3ee,mendo-ccw-91d2cdb3ee,exact,not_indexed,2,lake|mendocino,458,23,8,274,1,0.2482,5,"OUR PROGRAM: Under the authorization of the presiding Sheriffs for Mendocino, and Lake Counties, we provide the necessary training, for RESIDENTS of those counties, seeking to obtain, renew or modify "
distinguished firearms,Distinguished Firearms,https://www.getcarryclass.com/instructors/distinguished-firearms-instruction-49f1cbdc46,distinguished-firearms-instruction-49f1cbdc46,fuzzy,not_indexed,2,lassen|siskiyou,58,3,1,13,2,0.5733,3,"Distinguished Firearms Instruction specializes in Concealed Weapons Classes and Firearms instruction in a fun and extremely safe environment. They offer 16-hour, two-day CCW classes that comply with C"
echo whiskey tactical training,Echo Whiskey Tactical Training,https://www.getcarryclass.com/instructors/echo-whiskey-tactical-training-759ce0aceb,echo-whiskey-tactical-training-759ce0aceb,exact,not_indexed,2,lassen|tehama,80,3,1,15,2,0.8056,2,"Echo Whiskey Tactical is a veteran-owned business that provides firearms and personal defense instruction through all levels of experience, from novice to expert. All instructors are certified and hig"
l7 adventures,L7 Adventures,https://www.getcarryclass.com/instructors/l7-adventures-a872c94937,l7-adventures-a872c94937,exact,not_indexed,1,lassen,37,2,1,236,1,0.1644,5,L7 Adventures offers outdoor recreation and training classes in a remote part of California that few have experienced. They provide fun and informative training classes but require early sign-ups to a
northern firearm instruction,Northern Firearm Instruction,https://www.getcarryclass.com/instructors/northern-firearm-s-instruction-d33656836e,northern-firearm-s-instruction-d33656836e,fuzzy,not_indexed,2,lassen|shasta,72,3,1,30,2,0.4139,5,Northern Firearms Instruction is a team of highly experienced NRA credentialed and DOJ licensed instructors operating throughout California since 2007. They are authorized to teach CCW courses to resi
one on one firearms,One on One Firearms,https://www.getcarryclass.com/instructors/one-on-one-firearms-instruction-llc-f049927346,one-on-one-firearms-instruction-llc-f049927346,fuzzy,not_indexed,3,lassen|napa|nevada,92,4,2,272,1,0.7102,2,"ONE on ONE Firearms has been Northern California's premier destination for expert firearms training since 2009. Their highly-rated firearms instructors have taught thousands of students, providing gro"
trb training ft3 tactical range,TRB Training FT3 Tactical Range,https://www.getcarryclass.com/instructors/trb-training-ft3-tactical-range,trb-training-ft3-tactical-range,constructed,unknown,1,los-angeles,57,3,1,346,1,0.5933,3,"Tap Rack Bang Training specializes in practical firearms instruction for civilian defenders, offering CCW training courses and advanced pistol/rifle classes. They operate as relentless 2nd Amendment a"
mv tactical & firearms training,MV Tactical & Firearms Training,https://www.getcarryclass.com/instructors/mv-tactical-firearms-afab8d3eb2,mv-tactical-firearms-afab8d3eb2,fuzzy,not_indexed,1,los-angeles,72,4,2,257,1,0.5301,4,"MV Tactical & Firearms Training, Inc. is devoted to giving customers the best training experience available with accomplished and experienced instructors. They offer family-friendly training for every"
firearms training associates,Firearms Training Associates,https://www.getcarryclass.com/instructors/firearms-training-associates-e8d1f151ed,firearms-training-associates-e8d1f151ed,exact,not_indexed,3,los-angeles|orange|riverside,70,3,1,174,1,0.3805,5,"Firearms Training Associates is a Southern California firearms training company that conducts courses in a friendly, relaxed environment emphasizing safety and mastery of weapons systems for all exper"
double tap training center,Double Tap Training Center,https://www.getcarryclass.com/instructors/double-tap-training-center-b3d78b65cd,double-tap-training-center-b3d78b65cd,exact,not_indexed,1,los-angeles,80,3,1,156,1,0.2736,5,"Double Tap Training Center is a licensed professional firearms training facility located in Lake View Terrace, California, serving as an authorized CCW training provider for Los Angeles County Sheriff"
aegis authority,Aegis Authority,https://www.getcarryclass.com/instructors/aegis-authority-47fcfe7742,aegis-authority-47fcfe7742,exact,not_indexed,1,los-angeles,73,3,1,58,1,0.3214,5,Aegis Authority is led by Professional Firearms Training Counselors Julie and Steve with over 20 years in the shooting industry and 22 years of experience as California State DOJ CCW Instructors. They
medic up consulting,Medic Up Consulting,https://www.getcarryclass.com/instructors/medic-up-consulting-llc-afdadc7abb,medic-up-consulting-llc-afdadc7abb,fuzzy,not_indexed,1,los-angeles,67,3,1,27,2,0.7184,2,"Medic Up Consulting LLC is a deputy-led CCW training company serving Los Angeles, Orange, and San Bernardino counties with SB2 compliant courses. They offer comprehensive training that combines firear"
calguns training,CalGuns Training,https://www.getcarryclass.com/instructors/calguns-training-51fe920a57,calguns-training-51fe920a57,exact,not_indexed,1,los-angeles,78,3,1,12,2,0.4617,4,"Cal Guns Training is led by Shawn, a former law enforcement officer with over 15 years of teaching experience who provides firearm instruction across Ventura County, Los Angeles, and Southern Californ"
shootsafe academy ft3 tactical range,ShootSafe Academy FT3 Tactical Range,https://www.getcarryclass.com/instructors/shootsafe-academy-ft3-tactical-range,shootsafe-academy-ft3-tactical-range,constructed,unknown,1,los-angeles,63,3,1,34,2,0.6274,3,"Shootsafe Academy has been providing professional firearms instruction to Southern California for over 13 years, serving Orange, Los Angeles, Riverside and San Diego counties. They offer 16-hour basic"
ccw permit instruction evans gun world,CCW Permit Instruction Evans Gun World,https://www.getcarryclass.com/instructors/ccw-permit-instruction-evans-gun-world-7c9a3219a3,ccw-permit-instruction-evans-gun-world-7c9a3219a3,exact,not_indexed,1,los-angeles,136,5,2,113,1,0.3208,5,"CCW Permit Instruction, led by NRA-certified instructor Orville Wright, offers comprehensive 16-hour California CCW Permit training courses for residents of Orange County, Los Angeles County, Ventura "
vip ccw services lax airport range,VIP CCW Services LAX Airport Range,https://www.getcarryclass.com/instructors/vip-ccw-services-lax-airport-range-dc0a01bcc1,vip-ccw-services-lax-airport-range-dc0a01bcc1,exact,not_indexed,1,los-angeles,70,3,1,37,2,0.6266,3,"VIP CCW Services has been providing California CCW permit training since 2015, operating seven days a week with modular formatted classes to accommodate busy schedules. They are authorized training pr"
coach k's training,Coach K's Training,https://www.getcarryclass.com/instructors/coach-ks-training,coach-ks-training,constructed,unknown,4,los-angeles|orange|riverside|san-diego,69,2,1,124,1,0.25,5,"Coach K's Training is a Southern California-based training company located in Orange County that offers comprehensive courses in urban and wilderness survival, firearm safety, self defense, medical tr"
jarvis firearms training,Jarvis Firearms Training,https://www.getcarryclass.com/instructors/jarvis-firearms-training-6fae97e241,jarvis-firearms-training-6fae97e241,exact,not_indexed,1,los-angeles,62,3,1,215,1,0.2768,5,"Jarvis Firearms Training is a veteran-owned company serving Kern and Los Angeles Counties, offering initial and renewal CCW permit courses, STOP THE BLEED, and NRA and customized courses from beginner"
armed response marksman the gun shop,Armed Response Marksman The Gun Shop,https://www.getcarryclass.com/instructors/armed-response-marksman-the-gun-shop-b4bfb44fd4,armed-response-marksman-the-gun-shop-b4bfb44fd4,exact,not_indexed,1,los-angeles,65,3,1,76,1,0.2933,5,Armed Response Marksman is a firearms training provider that offers California concealed carry courses (CCW) and renewal training. They provide a positive learning environment for students of all back
apex firearms training,Apex Firearms Training,https://www.getcarryclass.com/instructors/apex-firearms-training-20870542c2,apex-firearms-training-20870542c2,exact,not_indexed,2,los-angeles|ventura,82,3,1,70,1,0.3597,5,"Apex Firearms Training is led by instructor Scott, who brings over 30 years of firearms teaching experience and 40+ years of shooting expertise, including 9 California State speed shooting titles. The"
"paragraph 2, llc","Paragraph 2, LLC",https://www.getcarryclass.com/instructors/paragraph-2-cfe35d10b3,paragraph-2-cfe35d10b3,fuzzy,indexed,2,los-angeles|orange,77,3,1,278,1,0.7091,2,"Paragraph 2, LLC is a comprehensive firearms training company led by Jim Belanger, serving multiple Southern California counties including Los Angeles, Orange, Riverside, San Diego, and San Bernardino"
"defensive firearms training, llc","Defensive Firearms Training, LLC",https://www.getcarryclass.com/instructors/defensive-firearms-training-llc-016e5d1f51,defensive-firearms-training-llc-016e5d1f51,exact,not_indexed,1,los-angeles,82,3,1,145,1,0.3093,5,"Defensive Firearms Training, LLC is a professional firearms training company operated by certified instructors with 25 years of combined military and law enforcement experience. Their instructors are "
basic gun safety ft3 tactical range,Basic Gun Safety FT3 Tactical Range,https://www.getcarryclass.com/instructors/basic-gun-safety-ft3-tactical-range-4b4ff9175f,basic-gun-safety-ft3-tactical-range-4b4ff9175f,exact,not_indexed,1,los-angeles,78,5,2,85,1,0.7072,2,"Basic Gun Safety is led by Roger Harvey, a retired Army Colonel and current U.S. Military Pentathlon Team coach who trains at the U.S. Olympic Training Center. The facility features a $30,000 LaserSho"
first step shooting lax airport range,First Step Shooting LAX Airport Range,https://www.getcarryclass.com/instructors/first-step-shooting-lax-airport-range-5279d24431,first-step-shooting-lax-airport-range-5279d24431,exact,not_indexed,1,los-angeles,82,3,1,177,1,0.4564,4,"First Step Shooting is an NRA, USCCA, and California DOJ certified firearms training company founded by Daniel Ferszt that provides concealed carry certification and basic pistol courses to law-abidin"
hansen firearms training ft3 tactical range,Hansen Firearms Training FT3 Tactical Range,https://www.getcarryclass.com/instructors/hansen-firearms-training-ft3-tactical-range,hansen-firearms-training-ft3-tactical-range,constructed,unknown,1,los-angeles,65,3,1,23,2,0.8023,2,"Hansen Firearms Training is Southern California's top rated firearms training company for concealed firearm permits. They offer CCW classes officially approved by Orange, San Diego, and Los Angeles Co"
elite ccw and firearms training,Elite CCW and Firearms Training,https://www.getcarryclass.com/instructors/elite-ccw-and-firearms-training-4b9ac297c2,elite-ccw-and-firearms-training-4b9ac297c2,exact,not_indexed,1,los-angeles,65,3,1,163,1,0.9056,2,"EliteCCW is the premiere training provider in Southern California, founded by a former Orange County Sheriff CCW supervisor. They offer authorized training for multiple jurisdictions including Orange "
southwest training center,SouthWest Training Center,https://www.getcarryclass.com/instructors/southwest-training-center-f9fca5da35,southwest-training-center-f9fca5da35,exact,not_indexed,1,los-angeles,66,3,1,333,1,0.2497,5,Southwest Training Center is a dedicated group of professional instructors committed to providing excellent training for career professionals and everyday users alike. They offer a diverse range of co
together we step,Together we Step,https://www.getcarryclass.com/instructors/together-we-step-e1d28e7e2a,together-we-step-e1d28e7e2a,exact,not_indexed,1,los-angeles,71,3,1,362,1,0.351,5,"Together We S.T.E.P is a certified firearm training company led by instructor Lawrence Enge, who is a USCCA firearm instructor and NRA range safety officer. The company provides CCW classes for LA Cou"
evans security training academy & range,Evans Security Training Academy & Range,https://www.getcarryclass.com/instructors/evans-security-training-academy-range-6956ac3967,evans-security-training-academy-range-6956ac3967,exact,not_indexed,1,los-angeles,64,3,1,166,1,0.3994,5,"Evans Security Training Academy is a fully state licensed security training facility established in 1982, specializing in security guard training, firearm training, and first aid training. The academy"
alpha culture llc,Alpha Culture LLC,https://www.getcarryclass.com/instructors/alpha-culture-fd45da4492,alpha-culture-fd45da4492,fuzzy,not_indexed,1,los-angeles,53,3,1,63,1,0.7926,2,"Alpha Culture LLC is a firearms training company that provides holistic approach training with both field and classroom instruction. They offer Basic Firearms courses, USCCA courses, and Basic CPR & L"
nationwideccw,NationwideCCW,https://www.getcarryclass.com/instructors/nationwideccw-fdeac1fdb0,nationwideccw-fdeac1fdb0,exact,not_indexed,1,los-angeles,29,2,1,259,1,0.1722,5,NationwideCCW offers concealed firearm training with LAPD and LASD certifications as well as multi-state certifications. They market their training as affordable and encourage immediate enrollment thr
public safety institute,Public Safety Institute,https://www.getcarryclass.com/instructors/public-safety-institute-f318641f73,public-safety-institute-f318641f73,exact,not_indexed,1,los-angeles,58,3,1,298,1,0.2391,5,"Public Safety Institute is a California state-licensed training provider (TFF 1303) serving over 20,000 students with BSIS and county-approved CCW training. They offer multi-county approved CCW course"
comfort zone assurance,Comfort Zone Assurance,https://www.getcarryclass.com/instructors/comfort-zone-assurance-9d0a1b5073,comfort-zone-assurance-9d0a1b5073,exact,not_indexed,2,los-angeles|orange,68,3,1,126,1,0.2588,5,"Comfort Zone Assurance is a firearms training company in Orange, CA that focuses on certifying, consulting, providing and training with years of hands-on experience. They offer California DOJ CCW init"
308 tactical firearms training,308 Tactical Firearms Training,https://www.getcarryclass.com/instructors/safe-and-tactical-firearms-training-524ab127b9,safe-and-tactical-firearms-training-524ab127b9,fuzzy,not_indexed,2,los-angeles|san-diego,70,3,1,41,1,0.482,4,"308 Tactical Firearms Training is an LAPD and LASD approved CCW training provider serving Los Angeles, Ventura, Kern, San Diego to Plumas Counties, and many other states. They offer comprehensive Cali"
phoenix tactical solutions,Phoenix Tactical Solutions,https://www.getcarryclass.com/instructors/phoenix-tactical-solutions-fb5bd94aa2,phoenix-tactical-solutions-fb5bd94aa2,exact,not_indexed,2,los-angeles|san-diego,69,3,1,282,1,0.2786,5,"Phoenix Tactical Solutions is a Los Angeles-based firearms training company that provides tactical solutions and customized defensive firearms training programs. They serve civilians, military personn"
kd security group,KD Security Group,https://www.getcarryclass.com/instructors/kd-security-group-90f47f4968,kd-security-group-90f47f4968,exact,not_indexed,1,los-angeles,55,3,1,225,1,0.2248,5,"KD Security Group provides estate, family, executive, celebrity and event protection services staffed with law enforcement officers and military veterans. The company offers customized security plans "
la progressive shooters,LA Progressive Shooters,https://www.getcarryclass.com/instructors/la-progressive-shooters-b0445a4bc0,la-progressive-shooters-b0445a4bc0,exact,not_indexed,1,los-angeles,68,4,2,235,1,0.2651,5,"L.A. Progressive Shooters specializes in demystifying guns and making the experience fun and educational, with an emphasis on safety and comfort. They offer a comprehensive range of pistol training co"
the ccw school,The CCW School,https://www.getcarryclass.com/instructors/the-ccw-school-6590a13a5e,the-ccw-school-6590a13a5e,exact,not_indexed,3,los-angeles|orange|san-diego,76,3,1,350,1,0.2976,5,"The CCW School provides online and in-person CCW training courses approved for all cities in Orange County, select Los Angeles County agencies, and all San Diego County cities. They offer flexible pro"
american academy of protective training,American Academy of Protective Training,https://www.getcarryclass.com/instructors/american-academy-of-protective-training-a883e54d03,american-academy-of-protective-training-a883e54d03,exact,not_indexed,1,los-angeles,69,3,1,67,1,0.3074,5,"American Academy of Protective Training (AAPT) is a California-licensed security training facility that offers comprehensive firearms training programs for civilians, security professionals, and law e"
route 66 shooting sports park,Route 66 Shooting Sports Park,https://www.getcarryclass.com/instructors/route-66-shooting-sports-park-8cfb31b471,route-66-shooting-sports-park-8cfb31b471,exact,not_indexed,1,los-angeles,57,3,1,311,1,0.2469,5,"Route 66 Shooting Sports Park is a shooting facility that promotes safe and responsible firearms ownership. They offer various training programs including firearms safety courses, pistol and handgun c"
cobra tactical inc.,Cobra Tactical Inc.,https://www.getcarryclass.com/instructors/cobra-tactical-inc-62a17dfed1,cobra-tactical-inc-62a17dfed1,exact,not_indexed,1,los-angeles,55,4,2,125,1,0.2469,5,"Cobra Tactical Inc. is a Valencia-based firearms dealer that has served law enforcement, military, and civilians since 2003. They offer gun sales, gunsmithing services, and firearms training including"
advanced combat evolutions,Advanced Combat Evolutions,https://www.getcarryclass.com/instructors/advanced-combat-evolutions-aca95c45bc,advanced-combat-evolutions-aca95c45bc,exact,not_indexed,1,madera,49,3,1,56,1,0.2754,5,"Advanced Combat Evolutions is a POST-certified tactical training company specializing in law enforcement courses. They offer specialized training in precision rifle fundamentals, sniper operations, ve"
april-skye defense tactics,April-Skye Defense Tactics,https://www.getcarryclass.com/instructors/april-skye-defense-tactics-ebbafbbcb5,april-skye-defense-tactics-ebbafbbcb5,exact,not_indexed,1,madera,86,3,1,9,2,0.7494,2,"April Skye Defense Tactics is run by April Skye Parsons, a certified firearms instructor for California, Utah and Tennessee who offers CCW classes for Tulare, Kings, Fresno and Madera Counties in Cali"
duck and cover tactical,Duck and Cover Tactical,https://www.getcarryclass.com/instructors/duck-and-cover-tactical-2d59f0374e,duck-and-cover-tactical-2d59f0374e,exact,not_indexed,1,madera,69,4,2,158,1,0.25,5,"Duck and Cover Tactical is a Fresno gun shop offering firearms, ammunition, and comprehensive training programs led by Spike, a U.S. Marine with over 20 years of tactical experience and combat deploym"
freedom firearms,Freedom Firearms,https://www.getcarryclass.com/instructors/freedom-firearms,freedom-firearms,constructed,unknown,2,madera|tulare,63,3,1,190,1,0.7948,2,"Freedom Firearms is led by Rick Field, a SWAT Law Enforcement Officer, Army Combat Medic, and Law Enforcement Certified Firearms Instructor who brings real-world experience to firearms education. They"
fresno rifle and pistol club,Fresno Rifle and Pistol Club,https://www.getcarryclass.com/instructors/fresno-rifle-pistol-club-f0ff91f678,fresno-rifle-pistol-club-f0ff91f678,fuzzy,not_indexed,1,madera,64,3,1,20,2,0.6668,2,"Fresno Rifle and Pistol Club is an outdoor recreational shooting facility located 15 minutes from Fresno and Clovis on 220 acres at the base of the Sierra foothills. Incorporated in 1934, FRPC provide"
hammer stryke,Hammer Stryke,https://www.getcarryclass.com/instructors/hammer-stryke,hammer-stryke,constructed,unknown,2,madera|mariposa,65,3,1,22,2,0.7981,2,"Hammer Stryke Self-Reliance Training is a California corporation providing advanced firearms training, CCW classes, and personal protection skills throughout central California. They operate training "
hard focus training,Hard Focus Training,https://www.getcarryclass.com/instructors/hard-focus-firearms-training-llc-78f8b158d7,hard-focus-firearms-training-llc-78f8b158d7,fuzzy,not_indexed,1,madera,63,3,1,0,4,0.9972,2,"Hard Focus Firearms Training is dedicated to providing the best, most effective techniques in Defensive Shooting to protect yourself and loved ones. They pride themselves on going above and beyond min"
paco villareal,Paco Villareal,https://www.getcarryclass.com/instructors/paco-villareal,paco-villareal,constructed,unknown,1,madera,64,4,2,7,2,0.737,2,559CCW provides online and in-person California CCW training led by a U.S. Marine Corps veteran and DOJ-certified instructor. They offer 16-hour initial courses and 8-hour renewal courses that meet al
stage stop gun shop,Stage Stop Gun Shop,https://www.getcarryclass.com/instructors/stage-stop-gun-shop-1b878a72c7,stage-stop-gun-shop-1b878a72c7,exact,not_indexed,4,madera|mariposa|merced|tuolumne,77,3,1,338,1,0.4982,4,"Stage Stop Gun Shop operates two locations in California, with their main Atwater facility featuring an 18,800 sq ft space that includes a 20-lane indoor shooting range, archery range, and dedicated c"
